+---------------------+---------+---------+---------+---------+----------+
| Timestamp           |    Open |    High |     Low |   Close |   Volume |
| 2023-06-20 13:35:00 | 271.14  | 271.51  | 270.83  | 271.05  |  1704339 |
| 2023-06-20 13:30:00 | 270.748 | 271.45  | 270.6   | 271.12  |  2130365 |
| 2023-06-20 13:25:00 | 271.324 | 271.38  | 270.442 | 270.75  |  1937870 |
| 2023-06-20 13:20:00 | 270.835 | 271.53  | 270.45  | 271.33  |  1961836 |
| 2023-06-20 13:15:00 | 270.459 | 271     | 270.42  | 270.839 |  1834596 |
| 2023-06-20 13:10:00 | 270.224 | 270.7   | 269.72  | 270.445 |  1854207 |
| 2023-06-20 13:05:00 | 269.49  | 270.28  | 269.21  | 270.2   |  1575917 |
| 2023-06-20 13:00:00 | 269.88  | 270.4   | 269.32  | 269.465 |  2261123 |
| 2023-06-20 12:55:00 | 269.08  | 270.21  | 269     | 269.88  |  2971021 |
| 2023-06-20 12:50:00 | 268.63  | 269.43  | 268.63  | 269.073 |  2264892 |
| 2023-06-20 12:45:00 | 268.28  | 268.9   | 268.11  | 268.65  |  1464466 |
| 2023-06-20 12:40:00 | 268.163 | 268.581 | 268.04  | 268.275 |  1275096 |
| 2023-06-20 12:35:00 | 268.509 | 268.7   | 267.86  | 268.2   |  1382726 |
| 2023-06-20 12:30:00 | 268.76  | 268.93  | 268.26  | 268.495 |  1753936 |
| 2023-06-20 12:25:00 | 266.66  | 268.97  | 266.57  | 268.75  |  3485312 |
| 2023-06-20 12:20:00 | 266.184 | 266.77  | 265.85  | 266.67  |  1667192 |
| 2023-06-20 12:15:00 | 266.43  | 266.69  | 266.068 | 266.18  |  1170504 |
| 2023-06-20 12:10:00 | 265.31  | 266.85  | 265.22  | 266.449 |  2799520 |
| 2023-06-20 12:05:00 | 264.716 | 265.42  | 264.64  | 265.34  |   984122 |
| 2023-06-20 12:00:00 | 264.85  | 265.17  | 264.69  | 264.701 |   947567 |
| 2023-06-20 11:55:00 | 265.33  | 265.57  | 264.78  | 264.825 |  1152955 |
| 2023-06-20 11:50:00 | 265.72  | 265.933 | 265.2   | 265.34  |  1100958 |
| 2023-06-20 11:45:00 | 265.233 | 265.85  | 265.123 | 265.739 |  1199059 |
| 2023-06-20 11:40:00 | 265.7   | 265.77  | 265.23  | 265.25  |  1253515 |
+---------------------+---------+---------+---------+---------+----------+
